TCOF1
NSRP1
OPA1
ITGA8
ITGA2
ITGA4
ITGA6
ITGA7
UFSP2
FAM212B
CHST9
CHST8
CHST4
ITGAX
BCL2A1
ITGAV
ITGAL
ITGAM
ITGAD
SLC36A4
SLC36A3
CKS1B
SLC36A1
ARTN
ART3
ART5
CRTAM
CADPS2
USP17L30
ADPGK
CPEB4
CPEB1
CPEB3
CPEB2
ABAT
CFH
CFI
ANKFY1
CFB
CFP
OPA3
AAAS
SIDT1
LVCAT8
LVCAT5
LVCAT1
AAGAB
C4orf19
CDH26
MDC1-AS1
LOC286297
MCCD1
ZNF114
ZNF112
SEZ6L
PRKAR2A
TMBIM6
AOX3P-AOX2P
PHACTR4
PHACTR1
PHACTR3
KRTAP2-3
KRTAP2-2
KRTAP2-1
KRTAP2-4
VMP1
NR1D2
PTCH2
PTCH1
RAD9B
RAD9A
ERGIC3
B3GAT3
B3GAT1
CALM2
SPG20
GSDMB
GSDMD
UPK1A
DLGAP2
DLGAP1
DLGAP4
DLGAP5
OIP5
FBXL19
PTPN18
LRRFIP2
PTPN13
PTPN12
PTPN11
LYAR
LOC145694
C2orf81
C2orf82
C2orf88
TRAPPC6B
HLA-DQB1
MSMB
HLA-DQB2
LOC643733
CAMKK2
CAMKK1
CHMP3
CHMP7
CHMP5
LOC100652758
LY6G6C
LY6G6D
LY6G6E
LY6G6F
HOXA10
GALNTL5
LINC02010
HN1
ENTPD6
LRRC27
KIAA1522
MPDU1
LRRC20
LRRC29
LRRC28
GCNT1
GCNT2
TAGLN
CCDC178
CCDC171
CCDC174
PDK1
PDK3
PDK2
LNPEP
SEC61A2
ALPL
LINC01091
LINC01093
LINC01094
LINC01099
DDIT3
GOLGA8R
GOLGA8M
GOLGA8A
GOLGA8B
CT45A9
CT45A8
ARHGAP8
CT45A2
CT45A5
CT45A7
CT45A6
VMO1
ATP5C1
LINC00320
GATA3-AS1
C3orf58
RAB3GAP1
C3orf52
DAG1
ETHE1
SGSM3
KDM1A
RBM14-RBM4
SRD5A1
ARMT1
GGA3
LOC101929726
FHOD1
FHOD3
C4orf3
GJC1
PSMB9
PSMB8
PSMB6
PSMB5
PSMB3
PSMB2
LMBR1L
PNMA3
PNMA5
LTN1
TRIML2
C9orf142
VPS13D
VPS13A
SH3KBP1
VPS13C
VPS13B
BEX5
BEX4
BEX3
BEX2
TMEM165
TMEM164
TMEM169
TMEM168
FOXN3
TAP1
SNAP91
LOC100288798
MACROD2
LOC730183
FAM64A
LINC01214
ATP1A3
TP53I3
MB
SLC18A1
SPHK2
B3GALT5-AS1
ZNF839
LRIF1
CLYBL-AS1
TUNAR
SUGCT
TSPY8
ZPBP
TSPY1
SLC17A9
SLC17A4
SLC17A2
SLC17A3
WASIR1
COBLL1
TMEM255A
ST5
ST7
ZNF304
ZNF302
ZNF300
STS
FBXO17
PPP3CA
PPP3CB
PPP3CC
LIF
GPATCH8
TTC21B-AS1
IQCJ-SCHIP1
MIR4539
GACAT1
TEX28
TEX29
SYT8
MTCH2
MTCH1
SYT1
SYT2
SYT5
SYT6
SYT7
TIAL1
FUBP1
SCHIP1
NBL1
DRC7
DRC3
C1orf52
C1orf50
C1orf54
MARC2
LOC102724344
SMPD4
SMPD1
PDE11A
TTC29
TTC25
TTC26
TTC27
PATL2
TTC22
ENO1
ENO3
CFD
OBSCN
MCL1
SORBS1
SORBS3
SORBS2
ODC1
EOMES
BCDIN3D-AS1
KCTD21-AS1
MIR877
FKBP14
UBE2J2
FKBP11
FBXO11
FBXO16
FBXO15
SFTA3
SFTA2
SNORD48
CNGB1
PLA2G6
PLA2G7
GDPGP1
CCDC77
KRTAP1-3
KRTAP1-4
CCDC70
LOC101928535
CNTLN
CSHL1
OSGIN2
FKBP1B
FKBP1A
MIR8071-1
ELFN1-AS1
UNC50
NKAIN3
NKAIN2
EMP3
MAP1B
UNC5B
UNC5D
MAP1S
CCP110
LOC105375014
CLEC18A
BORCS7
BORCS5
BORCS8
EPB41L1
PPCDC
EPB41L3
EPB41L2
EPB41L5
ACSS3
ACSS2
ACSS1
PUDP
RUNDC3A
DFNA5
WNT3
WNT2
LRRN2
LRRN1
LAMA5-AS1
LOC101927305
RNF170
PCNA
ZBTB7A
ZBTB7C
ZBTB7B
PCNP
PCNT
UTY
PACRG
PCAT7
PCAT6
DNPH1
UFD1L
ILF3
ILF2
BOC
DENND2C
DENND2A
DENND2D
GAGE1
PPT1
PPT2
GAGE5
INPP4B
INPP4A
GAGE6
SAFB
DEFB123
C20orf27
PPP1R21
NGLY1
LMX1A
LMX1B
OR6V1
ABCE1
KCP
CNR1
GBX2
GNL3L
LOC606724
RABEP1
TGS1
ANKS1B
CDIPT-AS1
ADAM10
ADAM11
ADAM12
ADAM15
ADAM18
MEPE
HAGH
GLYAT
OPALIN
NEPRO
U2AF1L4
U2AF1L5
NDEL1
SHANK2
FLT3LG
PCSK9
PCSK2
PCSK1
PCSK6
PCSK5
SP140L
TC2N
PLTP
FKBP9P1
C11orf1
SETBP1
SAMSN1
PAXBP1-AS1
CNRIP1
SPIN2B
WDR7
DIAPH2
CCNA1
DYNC1I1
VPS28
DYNC1I2
TAS2R50
SKA3
SKA2
C6orf89
PPP1R13L
TMC5
DMC1
TM4SF18
TM4SF19
LAMB3
ATP7A
LAMB4
CYSLTR1
MPHOSPH9
ASTN2
ASTN1
MLF2
MGA
LOC105374972
MGP
HS3ST3B1
SAMD4A
ADSL
SAMD4B
GAS2L1
GAS2L3
RSRC1
RSRC2
CPN2
TP73-AS1
CDADC1
GABBR1
NLGN3
ARHGAP45
ARHGAP44
NUP107
CDC42EP3
CDC42EP5
GPRC6A
ABI2
ABI3
ABI1
TESC
PITPNC1
KRT39
AOC1
IL21
IL25
IL24
CLINT1
DMAP1
AHRR
ADCY4
ADCY5
ADCY7
ADCY1
ADCY3
HOXB-AS3
XRCC3
XRCC4
XRCC6
MEIS3
MEIS2
PCDHAC2
PCDHAC1
CTLA4
ESPNL
ADCY10
KCNA2
KCNA3
OPTN
MCCC1
ACACA
TNK1
PLA2G2A
PLA2G2D
OR8J1
CYFIP1
CYFIP2
TOB1
GUSBP4
GUSBP1
LHPP
GLT8D2
GLT8D1
MRGPRF
TTC39B
TTC39A
BPNT1
LOC101929340
BCL6
BCL2
NPEPL1
CSNK1G3
CSNK1G1
SERPINB1
SERPINB2
SERPINB4
SERPINB7
SERPINB6
FAM76B
FAM76A
EXD3
EXD2
EXD1
ELP5
ELP4
ELP3
ELP2
KLHDC9
KLHDC4
KLHDC3
ASXL1
HDDC3
SPATA13
SPATA19
SPATA18
RINL
HFE
GPR146
GPR141
GPR142
HLA-L
SLC7A6
LOC105376805
KNL1
SLC7A7
CITED1
TRAK1
DAGLB
HLA-G
HLA-F
PHF21B
RIN3
RIN2
WWOX
RIPK1
SRCIN1
C2orf27A
CRABP2
C2orf27B
ZNF419
ZNF418
ZNF417
ZNF415
ZNF414
ZNF410
GLIPR2
FAM71F2
SSSCA1
LINC01547
RASA4
LINC01549
RASA1
RASA2
RASA3
ACTN3
ACTN2
ACTN1
ACTN4
EZR
NREP
N6AMT1
LOC105375773
ABLIM1
ABLIM3
ABLIM2
UBXN6
LINC00632
LINC00635
PTGER4P2-CDK2AP2P2
TSPOAP1-AS1
RAB6A
DAOA
KRTAP5-AS1
GDI2
CALM3
SPG21
SPDL1
SERF2
PGM5P4-AS1
NAT9
NAT1
NAT6
ADGRL2
ADGRL3
ADGRL1
TMEM254
TMEM251
